ISBN,Book-Title,Year-Of-Publication,Author-ID,Book-Author
0439064872,Harry Potter and the Chamber of Secrets (Book 2),2000,1529,J. K. Rowling
0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,1994,2304,Bailey White
0688127169,Running from Safety: An Adventure of the Spirit,1994,318,Richard Bach
9722110195,Era bom que trocássemos umas ideias sobre o assunto: Romance (O campo da palavra),1995,2305,Mário de Carvalho
0714832529,The Pre-Raphaelite Vision (Phaidon Miniature Editions),1994,2306,Editors of Phaidon Press
0440784743,Tales of a Fourth Grade Nothing,1979,1090,Judy Blume
0812551532,The Morning River : A Novel of the Great Missouri Wilderness in 1825 (Man From Boston),1997,694,W. Michael Gear
1573247022,The Food Revolution: How Your Diet Can Help Save Your Life and Our World,2001,2307,John Robbins
0451132157,Rand Ayn : Atlas Shrugged (Signet Shakespeare),1988,2308,AYN RAND
055315754X,Horse Play (Saddle Club (Paperback)),1989,2309,Bonnie Bryant
0312263449,Honeymoon in Purdah: An Iranian Journey,2001,2310,Alison Wearing
0060904453,The Thurber Carnival (Harper Colophon Books),1975,2311,James Thurber
0671734547,The Dead Sea Scrolls Deception,1992,2312,Michael Baigent
0812580354,Calculating God,2001,2152,Robert J. Sawyer
1400076218,Jazz,2004,2313,TONI MORRISON
1573226106,Kitchen Table Wisdom: Stories That Heal,1997,2314,Rachel Naomi Remen
0373263678,Death Flies On Final (Wwl Mystery),2000,2315,Jackie Lewin
0553211404,Jane Eyre (Bantam Classics),1983,2231,Charlotte Bronte
0679447393,The Orchid Thief,1998,2316,SUSAN ORLEAN
0380718650,Fear in Fenway: A Duffy House Mystery,1994,2317,Crabbe Evers
0373263953,Poison Apples (Worldwide Library Mysteries),2001,2318,Nancy Wright
0515102652,The Cat Who Talked to Ghosts,1996,160,Lilian Jackson Braun
0312263996,Timbuktu : A Novel,2000,281,Paul Auster
1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),2004,1306,Mark Haddon
0595315070,Public Spirituality : A Personal Workbook,2004,2319,Lisa Langford Heron
1594200106,The Shadow of the Wind,2004,2320,Carlos Ruiz Zafon
1589880013,The Verb To Bird,2003,2321,Peter Cashwell
0553250515,The Member of the Wedding,1984,2322,CARSON MCCULLERS
0374100128,The Corrections (Oprah Edition),2001,175,Jonathan Franzen
0452283868,Sula,2002,20,Toni Morrison
0446610380,Parable of the Talents,2001,1506,Octavia E. Butler
0061097314,The Bean Trees,1998,40,Barbara Kingsolver
074325547X,Plan of Attack,2004,2323,Bob Woodward
158988003X,So Many Books: Reading and Publishing in an Age of Abundance,2003,2324,Gabriel Zaid
1573222453,The Kite Runner (Alex Awards (Awards)),2003,2325,Khaled Hosseini
0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),1994,127,Gabriel Garcia Marquez
0395873347,Roses: Easy Plants for More Beautiful Gardens (Taylor's 50 Best Series),1999,2326,Houghton Mifflin Company
0446677426,A Woman's Liberation : A Choice of Futures by and About Women,2001,2154,Connie Willis
0393308839,Flash Fiction: Very Short Stories,1992,2327,James Thomas
0451524039,Diary of a Madman,1994,2328,Nikolai Vasilevich Gogol
0060548533,The Buying of the President 2004 : Who's Really Bankrolling Bush and His Democratic Challengers--and What They Expect in Return (Buying of the President),2004,2329,Charles Lewis
1885266480,The Open Door: A Novel,1997,2330,Floyd Skloot
0060987049,Microserfs,1996,2331,Douglas Coupland
0571169341,Arcadia,1994,2332,Tom Stoppard
0060504080,Small Wonder : Essays,2003,40,Barbara Kingsolver
0679749861,Race Matters,1994,2333,Cornel West
0684853701,"A BEAUTIFUL MIND: A Biography of John Forbes Nash, Jr., Winner of the Nobel Prize in Economics, 1994",1999,879,Sylvia Nasar
0374521409,"The Night Trilogy : Night, Dawn, The Accident",1987,2334,Elie Wiesel
0140445277,The Brothers Karamazov (Penguin Classics),1993,2051,Fyodor Dostoyevsky
0684831546,ACCORDION CRIMES,1997,807,Annie Proulx
0345404475,Do Androids Dream of Electric Sheep?,1996,1182,Philip K. Dick
0375404929,For the Relief of Unbearable Urges,1999,2335,Nathan Englander
0684857820,Lucky,1999,334,Alice Sebold
8479274182,Atrévete a ser tú,1999,2336,Susan Carter
8475966519,L'abominable crim de l'Alsina Graells (Narrativa),1999,2337,Pep Coll
0140051317,Tales of the Unexpected,0,290,Roald Dahl
8423988767,El Vendedor De Noticias (Espasa Juvenil),2001,2338,Jose Luis Olaizola
8420448583,La Ley De La Calle,2002,2339,Susan E. Hinton
0553291890,More Than One Universe,1991,894,Arthur C. Clarke
0586213333,Indigo 1: Nemesis (Indigo Series),1991,2340,Louise Cooper
2080707590,Lais de Marie de France,1997,2341,de France Marie
2715223528,,2002,2342,Hugo Marsan
2246567610,99 francs: Roman,2000,2343,Frédéric Beigbeder
2253153427,Musc,2002,2344,Percy Kemp
2883531714,,2000,2345,Miguel Ruiz
2266083309,Le Colonel Chabert,2000,2346,Balzac
2070383326,Les chemins de la faim,1991,2347,Jorge Amado
2290045799,,1997,2348,Vincent Ravalec
2264010991,Nocturne indien,1988,2349,Antonio Tabucchi
0449207331,Iberia,1989,2212,James A. Michener
0060092645,My Favorite Bride,2002,2350,Christina Dodd
0451207378,Ravished (Signet Historical Romance),2002,2351,Virginia Henley
0061031755,The Promise in a Kiss,2002,1148,Stephanie Laurens
0812551583,Someplace To Be Flying (Newford),1999,220,Charles de Lint
0743410653,Booked to Die (Cliff Janeway Novels (Paperback)),2000,2352,John Dunning
0684864711,Pure Poetry: A Novel,2000,2115,Binnie Kirshenbaum
1582430748,The Great Petrowski: A Fable,2000,2353,Gina Berriault
0684846861,IN THE LAND OF MEN: STORIES,1999,2354,Antonya Nelson
0743200349,The Third Miracle : A Novel,2000,2355,Richard Vetere
0761521097,Today I Will Indulge My Inner Glutton: Health-Free Affirmations for Cynics,1999,2356,Ann Thornhill
0446674109,The Angry Clam,1998,2357,Erik Quisling
0849937361,Well Connected,2000,2358,Dianna Booher
0140124373,Red Dwarf,2005,2359,Grant Naylor
1853811262,Cats Eye,1995,338,Margaret Atwood
0450411435,It,0,120,Stephen King
0749309636,Black Angel,1991,2360,Graham Masterton
0375704973,The Lake of Darkness,2001,209,Ruth Rendell
034543059X,Fatal Charms and Other Tales of Today/The Mansions of Limbo (Omnibus),1999,2361,DOMINICK DUNNE
037541309X,Balzac and the Little Chinese Seamstress,2001,2362,Dai Sijie
0752848011,When She Was Bad...,0,2363,Louise Bagshawe
1580083412,What Color Is Your Parachute? A Practical Manual for Job-Hunters &amp; Career-Changers,2001,2364,Richard Nelson Bolles
0140236716,Going in,1995,2365,Jenny Newman
0380973499,War's End: An Eyewitness Account of America's Last Atomic Mission,1997,2366,Charles W. Sweeney
0684867184,"Comrades : Brothers, Fathers, Heroes, Sons, Pals",1999,2214,Stephen E. Ambrose
031224116X,Murder on the Mauretania (George Porter Dillman and Genevieve Masefield Mysteries),2000,2367,Conrad Allen
0385319622,"American Chica: Two Worlds, One Childhood",2001,2368,Marie Arana
1557507422,The Damned Don't Drown: The Sinking of the Wilhelm Gustloff (Bluejacket Books),1996,2369,A. V. Sellwood
1853673110,"War on the Eastern Front: The German Soldier in Russia, 1941-1945 (Greenhill Military Paperbacks.)",1998,2370,James Lucas
0917298551,"Frontier Soldier : An Enlisted Man's Journal of the Sioux and Nez Perce Campaigns, 1877",1998,2371,William Zimmer
0891415947,August 1944: The Campaign for France,1996,2372,Robert A. Miller
0804100039,"If You Survive: From Normandy to the Battle of the Bulge to the End of World War II, One American Officer's Riveting True Story",1987,2373,George Wilson
0440236304,Currahee!:  A Screaming Eagle at Normandy,2000,2374,Donald R. Burgett
0060937114,First Mothers: The Women Who Shaped the Presidents,2001,2375,Bonnie Angelo
0060183527,Our Kind of People: Inside America's Black Upper Class,1999,2376,Lawrence Otis Graham
081288518X,"Queen of Ice, Queen of Shadows: The Unsuspected Life of Sonja Henie",1990,2377,Raymond Strait
038549565X,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,2002,2378,HAMPTON SIDES
0743201981,Always Faithful : A Memoir of the Marine Dogs of WWII,2001,2379,William W. Putney
0767908244,German Boy: A Child in War,2001,2380,WOLFGANG SAMUEL
0743203399,The Wild Blue : The Men and Boys Who Flew the B-24s Over Germany 1944-45,2001,2214,Stephen E. Ambrose
0688158943,Waiting to Fly: My Escapades With the Penguins of Antarctica,1999,2381,Ron Naveen
0140018328,Kiss Kiss (French Language Edition),1978,290,Roald Dahl
0515100072,Crossed Swords,1989,2382,Sean Flannery
0553579606,Ashes to Ashes,2000,484,TAMI HOAG
0553282069,Forbidden Land : A Novel of the First Americans (First Americans Saga),1989,2383,WILLIAM SARABANDE
0385177259,Foundation's Edge (Foundation Novels (Hardcover)),1982,1058,Isaac Asimov
0373201451,Daddy Again (By Request) (Harlequin by Request),1998,2384,Dorothy Glenn
0061013439,The Run,2001,110,Stuart Woods
0553080237,A Sorrow in Our Heart: The Life of Tecumseh,1992,2385,Allan W. Eckert
0679459596,Billy Straight: A Novel,1999,1359,Jonathan Kellerman
0393038173,"How Late It Was, How Late",1994,2386,James Kelman
0553578901,The Hostage Bride,1998,937,Jane Feather
0446605786,The Royals (not for sale in the UK),1998,2387,Kitty Kelley
0609609068,The Book of Eleanor,2002,2388,PAMELA KAUFMAN
0500011931,The case of Walter Pater,1978,2389,Michael Levey
0531150259,Judith Gautier: A Biography,1987,2390,Joanna Richardson
0805205454,The Ladies of Seneca Falls: The Birth of the Woman's Rights Movement (Studies in the Life of Women),1976,2391,Miriam Gurko
0425193896,Cutwork,2004,2392,Monica Ferris
0345382846,Here Be Dragons,1993,2240,Sharon Kay Penman
0312115067,Judith Sargent Murray: A Brief Biography With Documents (The Bedford Series in History and Culture),1998,2393,Sheila L. Skemp
0345413938,Hunger Pains: The Modern Woman's Tragic Quest for Thinness,1997,1508,Mary Pipher
0345283945,Distant Mirror,0,2394,Barbara Wertheim Tuchman
0060934239,Daughters of Britannia : The Lives and Times of Diplomatic Wives,2002,2395,Katie Hickman
006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",1999,2024,Simon Winchester
0306809893,The Sisters of Henry VIII: The Tumultuous Lives of Margaret of Scotland and Mary of France,2000,2396,Maria Perry
0060185430,Ladies of the Grand Tour : British Women in Pursuit of Enlightenment and Adventure in Eighteenth-Century Europe,2001,2397,Brian Dolan
0060987383,Royal Blood: Richard III and the Mystery of the Princes,2000,2398,Bertram Fields
0306811596,A Delusion of Satan: The Full Story of the Salem Witch Trials,2002,2399,Frances Hill
0789410842,Ultimate Christmas,1996,2400,Jane Newdick
068485080X,DIANA HER TRUE STORY COMMEMORATIVE EDITION,1997,2401,Andrew Morton
0684841347,ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,1998,2402,Iyanla Vanzant
1567310265,Boost Your Brain Power : A Total Program to Strengthen and Expand Your Most Important Resource,1997,2403,Ellen Michaud
044652087X,My Sergei: A Love Story,1996,2404,Ekaterina Gordeeva
0878911774,Algebra &amp; Trigonometry Super Review,2000,2405,The Staff of Research &amp; Education Association
0060176628,The Trouble With a Hot Summer: A Simona Griffo Mystery (Simona Griffo Mysteries (Hardcover)),1997,2406,Camilla T. Crespi
0670855030,Insomnia,1994,120,Stephen King
0517064626,"Mary Higgins Clark: Three Complete Novels : Weep No More, My Lady/Stillwatch/a Cry in the Night/3 Novels in 1 Volume",1992,46,Mary Higgins Clark
0684810387,MOONLIGHT BECOMES YOU,1996,46,Mary Higgins Clark
0931580439,How to Survive the Loss of a Love,1993,2407,Peter McWilliams
0440183057,Stillwatch,1986,2408,MARY HIGGINS CLARK
0380709333,The Art of Living Single,1990,2409,Michael Broder
0671769200,If You Really Loved Me,1992,115,Ann Rule
0884042642,Self Analysis,1987,1074,L. Ron Hubbard
0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",1980,1319,M. Scott Peck
0553067966,"The Simple Living Guide: A Sourcebook for Less Stressful, More Joyful Living",1997,2410,Janet Luhrs
0440507294,Real Moments,1995,2411,Barbara De Angelis
0553212141,Heart of Darkness &amp; The Secret Sharer (Bantam Classics),1982,2412,JOSEPH CONRAD
0671602705,How To Run A Traditional Jewish Household,1985,2413,Blu Greenberg
0843946385,Drawn to the Grave,1999,2414,Mary Ann Mitchell
0439978238,Viaduct Child,2003,2415,Patrick Wood
0743200985,Tis: A Memoir,2000,202,Frank McCourt
0425118703,Midnight,1995,45,Dean R. Koontz
9510236756,Minun sukuni tarina,1999,2416,Jari Tervo
0349100136,"If this is a man ; and, The truce",1987,1566,Primo Levi
2070367622,Paroles,1989,2417,Jacques Prevert
0811802981,The Golden Mean: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Concludes,1993,2418,Nick Bantock
0486415910,A Connecticut Yankee in King Arthur's Court (Dover Thrift Editions),2001,330,Mark Twain
0380792737,Island of the Sequined L,1998,413,Christopher Moore
1877856916,Exploring National Parks,1998,2419,Mary Maruca
8807015188,La testa perduta di Damasceno Monteiro (I narratori/Feltrinelli),1997,2349,Antonio Tabucchi
8804482001,Se Una Notte D'Inverno UN Viaggiatore,2002,2420,Italo Calvino
0571200435,Buddha of Suburbia,2000,2198,Hanif Kureishi
0446604763,Mayday,1998,2421,Thomas Block
0060516283,Gallow's Thief,2003,219,Bernard Cornwell
1590210301,Peacetalk 101,2003,2422,Suzette Haden Elgin
1573245216,The Giving Heart: Unlocking the Transformative Power of Generosity in Your Life,2000,2423,M. J. Ryan
1567313671,Gratitude: Affirming the Good Things in Life,2000,1622,Melody Beattie
1878424424,The Mastery of Love: A Practical Guide to the Art of Relationship: A Toltec Wisdom Book,1999,2345,Miguel Ruiz
0553109839,The Patient,2000,199,Michael Palmer
0316639842,Unnatural Exposure,0,2424,Cornwell Patricia
0140296409,Disgrace,2000,2425,J. M. Coetzee
3442442354,Der Strand,2000,2426,Alex Garland
0451192613,Irresistible Impulse,1998,1308,Robert K. Tanenbaum
0451138481,Life Penalty,1994,2427,Joy Fielding
0670891576,In the Heart of the Sea: The Tragedy of the Whaleship Essex,2000,2428,Nathaniel Philbrick
0395264758,Picture Palace: A Novel,1978,117,Paul Theroux
3442431875,,1997,810,Nicholas Evans
0140259112,Bed &amp; Breakfast,1997,1247,Lois Battle
0439339170,"The Way of the Apprentice (Star Wars: Jedi Quest, Book 1)",2002,2429,Jude Watson
0375401598,Pandora : New Tales of the Vampires,1998,492,ANNE RICE
0553106678,The Matarese Countdown,1997,1426,Robert Ludlum
0684802988,FLOOD TIDE,1997,456,Clive Cussler
0061000043,A Thief of Time (Joe Leaphorn/Jim Chee Novels),1990,129,Tony Hillerman
0312055145,Shakespeare on Love: Quotations from the Plays and Poems,1991,326,William Shakespeare
0060617225,The Way to Freedom: Core Teachings of Tibetan Buddhism,1994,2430,Bstan-Dzin-Rgya-Mtsho
1558214291,"Dream Fish and Road Trips: Fly Fishing Tales from Alaska, Montana, and Beyond",1996,2431,E. Donnall Thomas Jr.
0349100373,Dreams of Dead Womens Handbags,0,2432,Shena Mackay
0340542667,Canon bang bang,1991,2433,J. M O'Neill
0380699176,"100 Great Fantasy Short, Short Stories",1987,1058,Isaac Asimov
0151006725,Slammerkin,2001,664,Emma Donoghue
0525946241,Picture Maker,2002,2434,Penina Keen Spinka
0394751043,The King Must Die,1988,2435,Mary Renault
2070388425,La Part manquante,1994,2436,Christian Bobin
2070427110,,2003,2436,Christian Bobin
2221081722,Le scaphandre et le papillon,1997,2437,Jean-Dominique Bauby
2070388905,Comme un roman,1995,1682,Daniel Pennac
2070756319,Le Dictateur et le hamac,2003,1682,Daniel Pennac
2253138916,Le Rocher de Tanios,1996,2294,Amin Maalouf
0553263579,The Autobiography of Miss Jane Pittman,1982,2438,ERNEST J. GAINES
0441007015,"The Seven Songs of Merlin (Lost Years of Merlin, Bk. 2)",2000,2439,T. A. Barron
0553289411,The Plains of Passage (Earth's Children (Paperback)),1991,1421,JEAN M. AUEL
0553258559,Dragondrums (Harper Hall Trilogy),1996,373,Anne McCaffrey
0394717406,Out of Africa,1972,2440,Isak Dinesen
0141300272,It Was a Dark and Stormy Night,1998,2441,Janet Ahlberg
9500418606,Poderes extraordinarios,1998,2442,Joseph Finder
0316588032,The Face,1998,2443,Dan McNeill
0671892479,Step-By-Step Tai Chi,1994,2444,Master Lam Kam-Chuen
0060011912,Small Town,2003,2445,Lawrence Block
044661064X,The First Counsel,2001,1673,Brad Meltzer
0553211803,Middlemarch (Wadsworth Series in Mass Communication),1996,2446,George Eliot
8439703651,En LA Boca Del Dragon,2002,97,Ken Follett
1551666839,Dead Run,2003,2447,Erica Spindler
0374526893,A Sense of Where You Are : Bill Bradley at Princeton,1999,1154,John McPhee
1583940634,The Diary of a Teenage Girl: An Account in Words and Pictures,2002,2448,Phoebe Gloeckner
0805060200,Boy in the Water,1999,2449,Stephen Dobyns
0312872402,Kushiel's Avatar (Kushiel's Legacy),2003,1778,Jacqueline Carey
0312872399,Kushiel's Chosen (Kushiel's Legacy),2002,1778,Jacqueline Carey
0765342987,Kushiel's Dart,2002,1778,Jacqueline Carey
0451456726,"Heir to the Shadows (The Black Jewels Trilogy, Book 2)",1999,2450,Anne Bishop
0451456718,Daughter of the Blood (Black Jewels Trilogy),1998,2450,Anne Bishop
0451456734,Queen of the Darkness (Black Jewels Trilogy),2000,2450,Anne Bishop
0571154913,Remains of the Day,0,2275,Kazuo Ishiguro
0446530522,Cane River,2001,2451,Lalita Tademy
0330327917,The Ice House,1995,1442,Minette Walters
0786004886,The Mentor,1998,2452,R. A. Forster
0446674346,Cloud Mountain,1998,2453,Aimee Liu
0060092963,Adventures of a Scottish Heiress,2003,2454,Cathy Maxwell
0060517611,The Lady in Question,2003,1877,Victoria Alexander
0553802550,The Happiest Baby on the Block : The New Way to Calm Crying and Help Your Baby Sleep Longer,2002,2455,Harvey Karp
0425192695,Girls of the Summer,2003,2456,Barbara Bretton
0760704767,Historical Whodunits,0,2457,Mike Ed Ashley
0671468464,King Lear,1999,326,William Shakespeare
0440241286,Gun Monkeys,2003,2458,VICTOR GISCHLER
002026478X,AGE OF INNOCENCE (MOVIE TIE-IN),1993,341,Edith Wharton
0743407148,Sherlock Holmes vs. Dracula,2000,2459,Loren Estleman
0345447840,The Surgeon,2002,1042,TESS GERRITSEN
0312977360,The Church of Dead Girls,2001,2449,Stephen Dobyns
0312992203,"Buck Fever (A Blanco County, Texas, Novel)",2003,2460,Ben Rehder
0312089449,Muckraking:  Three Landmark Articles,1994,2461,Fitzpatrick
096558383X,20 Years of Censored News,1997,2462,Carl Jensen
0140094903,History of News: From the Drum to the Satellite,1989,2463,Mitchell Stephens
034541103X,A Reporter's Life,1997,2464,Walter Cronkite
0345425286,News Is a Verb: Journalism at the End of the Twentieth Century (Library of Contemporary Thought),1998,2465,Pete Hamill
0688179053,Deadlines and Datelines,2000,2466,Dan Rather
0451201507,Drudge Manifesto,2000,2467,Matt Drudge
0380760975,Tombley's Walk,1991,2468,Crosland Brown
0553569791,The Last Innocent Man,1995,2469,PHILLIP M. MARGOLIN
